alerts_ci95_high,alerts_ci95_low,alerts_mean,control_type,counter_bits_ci95_high,counter_bits_ci95_low,counter_bits_mean,delay_ms,expressible,false_positive_rate_ci95_high,false_positive_rate_ci95_low,false_positive_rate_mean,fault_type,interference_delay_ms,key_mode,keys_tracked_ci95_high,keys_tracked_ci95_low,keys_tracked_mean,loss_prob,n_chunks,n_jobs,n_rounds,n_samples,n_workers,observed_rounds_ci95_high,observed_rounds_ci95_low,observed_rounds_mean,packets_ci95_high,packets_ci95_low,packets_mean,per_packet_ops_ci95_high,per_packet_ops_ci95_low,per_packet_ops_mean,precision_ci95_high,precision_ci95_low,precision_mean,query,recall_ci95_high,recall_ci95_low,recall_mean,register_bytes_ci95_high,register_bytes_ci95_low,register_bytes_mean,scaling_model,seed_max,seed_min,sketch_width,state_entries_ci95_high,state_entries_ci95_low,state_entries_mean,system,time_to_detection_ms_ci95_high,time_to_detection_ms_ci95_low,time_to_detection_ms_mean,timeout_ms,window_size,workload
5.0,5.0,5.0,,204800.0,204800.0,204800.0,,True,0.0,0.0,0.0,failed_round,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,5.0,5.0,5.0,5.0,,round_failure
5.0,5.0,5.0,,204800.0,204800.0,204800.0,,True,0.0,0.0,0.0,failed_round,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,20.0,20.0,20.0,20.0,,round_failure
5.0,5.0,5.0,,204800.0,204800.0,204800.0,,True,0.0,0.0,0.0,failed_round,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,50.0,50.0,50.0,50.0,,round_failure
50.0,50.0,50.0,,204800.0,204800.0,204800.0,,True,1.0,1.0,1.0,healthy_bursty,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,0.0,0.0,0.0,1.0,,round_failure
50.0,50.0,50.0,,204800.0,204800.0,204800.0,,True,1.0,1.0,1.0,healthy_bursty,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,0.0,0.0,0.0,5.0,,round_failure
35.232519,31.467481,33.35,,204800.0,204800.0,204800.0,,True,0.70465,0.62935,0.667,healthy_bursty,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,0.0,0.0,0.0,20.0,,round_failure
0.0,0.0,0.0,,204800.0,204800.0,204800.0,,True,0.0,0.0,0.0,healthy_bursty,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,0.0,0.0,0.0,50.0,,round_failure
29.547401,28.652599,29.1,,204800.0,204800.0,204800.0,,True,0.545498,0.525613,0.535556,missing_chunks,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,0.174932,0.169568,0.17225,Q4,1.0,1.0,1.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,1.0,1.0,1.0,1.0,,round_failure
5.0,5.0,5.0,,204800.0,204800.0,204800.0,,True,0.0,0.0,0.0,missing_chunks,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,5.0,5.0,5.0,5.0,,round_failure
5.0,5.0,5.0,,204800.0,204800.0,204800.0,,True,0.0,0.0,0.0,missing_chunks,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,25.967093,22.297307,24.1322,20.0,,round_failure
5.0,5.0,5.0,,204800.0,204800.0,204800.0,,True,0.0,0.0,0.0,missing_chunks,,,204800.0,204800.0,204800.0,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,25600.0,25600.0,25600.0,workers*chunks expected-set bitmap,19,0,,204800.0,204800.0,204800.0,sonata_windowed,114.309293,107.173707,110.7415,50.0,,round_failure
29.547401,28.652599,29.1,,409600.0,409600.0,409600.0,,True,0.545498,0.525613,0.535556,failed_round,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,0.174932,0.169568,0.17225,Q4,1.0,1.0,1.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,1.0,1.0,1.0,1.0,,round_failure
5.0,5.0,5.0,,409600.0,409600.0,409600.0,,True,0.0,0.0,0.0,failed_round,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,5.0,5.0,5.0,5.0,,round_failure
5.0,5.0,5.0,,409600.0,409600.0,409600.0,,True,0.0,0.0,0.0,failed_round,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,20.0,20.0,20.0,20.0,,round_failure
5.0,5.0,5.0,,409600.0,409600.0,409600.0,,True,0.0,0.0,0.0,failed_round,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,50.0,50.0,50.0,50.0,,round_failure
50.0,50.0,50.0,,409600.0,409600.0,409600.0,,True,1.0,1.0,1.0,healthy_bursty,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,0.0,0.0,0.0,1.0,,round_failure
50.0,50.0,50.0,,409600.0,409600.0,409600.0,,True,1.0,1.0,1.0,healthy_bursty,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,0.0,0.0,0.0,5.0,,round_failure
35.232519,31.467481,33.35,,409600.0,409600.0,409600.0,,True,0.70465,0.62935,0.667,healthy_bursty,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,0.0,0.0,0.0,20.0,,round_failure
0.0,0.0,0.0,,409600.0,409600.0,409600.0,,True,0.0,0.0,0.0,healthy_bursty,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,0.0,0.0,0.0,50.0,,round_failure
29.547401,28.652599,29.1,,409600.0,409600.0,409600.0,,True,0.545498,0.525613,0.535556,missing_chunks,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,0.174932,0.169568,0.17225,Q4,1.0,1.0,1.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,1.0,1.0,1.0,1.0,,round_failure
5.0,5.0,5.0,,409600.0,409600.0,409600.0,,True,0.0,0.0,0.0,missing_chunks,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,5.0,5.0,5.0,5.0,,round_failure
5.0,5.0,5.0,,409600.0,409600.0,409600.0,,True,0.0,0.0,0.0,missing_chunks,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,25.967093,22.297307,24.1322,20.0,,round_failure
5.0,5.0,5.0,,409600.0,409600.0,409600.0,,True,0.0,0.0,0.0,missing_chunks,,,409600.0,409600.0,409600.0,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,51200.0,51200.0,51200.0,workers*chunks expected-set bitmap,19,0,,409600.0,409600.0,409600.0,sonata_windowed,114.309293,107.173707,110.7415,50.0,,round_failure
29.547401,28.652599,29.1,,819200.0,819200.0,819200.0,,True,0.545498,0.525613,0.535556,failed_round,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,0.174932,0.169568,0.17225,Q4,1.0,1.0,1.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,1.0,1.0,1.0,1.0,,round_failure
5.0,5.0,5.0,,819200.0,819200.0,819200.0,,True,0.0,0.0,0.0,failed_round,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,5.0,5.0,5.0,5.0,,round_failure
5.0,5.0,5.0,,819200.0,819200.0,819200.0,,True,0.0,0.0,0.0,failed_round,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,20.0,20.0,20.0,20.0,,round_failure
5.0,5.0,5.0,,819200.0,819200.0,819200.0,,True,0.0,0.0,0.0,failed_round,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,50.0,50.0,50.0,50.0,,round_failure
50.0,50.0,50.0,,819200.0,819200.0,819200.0,,True,1.0,1.0,1.0,healthy_bursty,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,0.0,0.0,0.0,1.0,,round_failure
50.0,50.0,50.0,,819200.0,819200.0,819200.0,,True,1.0,1.0,1.0,healthy_bursty,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,0.0,0.0,0.0,5.0,,round_failure
35.232519,31.467481,33.35,,819200.0,819200.0,819200.0,,True,0.70465,0.62935,0.667,healthy_bursty,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,0.0,0.0,0.0,20.0,,round_failure
0.0,0.0,0.0,,819200.0,819200.0,819200.0,,True,0.0,0.0,0.0,healthy_bursty,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,0.0,0.0,0.0,Q4,0.0,0.0,0.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,0.0,0.0,0.0,50.0,,round_failure
29.547401,28.652599,29.1,,819200.0,819200.0,819200.0,,True,0.545498,0.525613,0.535556,missing_chunks,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,0.174932,0.169568,0.17225,Q4,1.0,1.0,1.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,1.0,1.0,1.0,1.0,,round_failure
5.0,5.0,5.0,,819200.0,819200.0,819200.0,,True,0.0,0.0,0.0,missing_chunks,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,5.0,5.0,5.0,5.0,,round_failure
5.0,5.0,5.0,,819200.0,819200.0,819200.0,,True,0.0,0.0,0.0,missing_chunks,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,25.967093,22.297307,24.1322,20.0,,round_failure
5.0,5.0,5.0,,819200.0,819200.0,819200.0,,True,0.0,0.0,0.0,missing_chunks,,,819200.0,819200.0,819200.0,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q4,1.0,1.0,1.0,102400.0,102400.0,102400.0,workers*chunks expected-set bitmap,19,0,,819200.0,819200.0,819200.0,sonata_windowed,114.309293,107.173707,110.7415,50.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,1.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,5.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,20.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,50.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,1.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,5.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,20.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,50.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,1.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,5.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,20.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,50.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,1.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,5.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,20.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,50.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,1.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,5.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,20.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,50.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,1.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,5.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,20.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,50.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,1.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,5.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,20.0,,round_failure
,,,,,,,,False,,,,failed_round,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,50.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,1.0,,round_failure
