alerts_ci95_high,alerts_ci95_low,alerts_mean,control_type,counter_bits_ci95_high,counter_bits_ci95_low,counter_bits_mean,delay_ms,expressible,false_positive_rate_ci95_high,false_positive_rate_ci95_low,false_positive_rate_mean,fault_type,interference_delay_ms,key_mode,keys_tracked_ci95_high,keys_tracked_ci95_low,keys_tracked_mean,loss_prob,n_chunks,n_jobs,n_rounds,n_samples,n_workers,observed_rounds_ci95_high,observed_rounds_ci95_low,observed_rounds_mean,packets_ci95_high,packets_ci95_low,packets_mean,per_packet_ops_ci95_high,per_packet_ops_ci95_low,per_packet_ops_mean,precision_ci95_high,precision_ci95_low,precision_mean,query,recall_ci95_high,recall_ci95_low,recall_mean,register_bytes_ci95_high,register_bytes_ci95_low,register_bytes_mean,scaling_model,seed_max,seed_min,sketch_width,state_entries_ci95_high,state_entries_ci95_low,state_entries_mean,system,time_to_detection_ms_ci95_high,time_to_detection_ms_ci95_low,time_to_detection_ms_mean,timeout_ms,window_size,workload
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,5.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,20.0,,round_failure
,,,,,,,,False,,,,healthy_bursty,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,50.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,1.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,5.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,20.0,,round_failure
,,,,,,,,False,,,,missing_chunks,,,,,,,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,,,,,,,Q4,,,,,,,not expressible,19,0,,,,,univmon,,,,50.0,,round_failure
,,,,67.0,67.0,67.0,1,True,,,,,,,1.0,1.0,1.0,,25600,1,50,20,8,50.0,50.0,50.0,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,9.0,9.0,9.0,active-round timestamp+argmax worker,19,0,,1.0,1.0,1.0,inc_aware,,,,,,straggler
,,,,67.0,67.0,67.0,10,True,,,,,,,1.0,1.0,1.0,,25600,1,50,20,8,50.0,50.0,50.0,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,9.0,9.0,9.0,active-round timestamp+argmax worker,19,0,,1.0,1.0,1.0,inc_aware,,,,,,straggler
,,,,67.0,67.0,67.0,100,True,,,,,,,1.0,1.0,1.0,,25600,1,50,20,8,50.0,50.0,50.0,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,9.0,9.0,9.0,active-round timestamp+argmax worker,19,0,,1.0,1.0,1.0,inc_aware,,,,,,straggler
,,,,68.0,68.0,68.0,1,True,,,,,,,1.0,1.0,1.0,,25600,1,50,20,16,50.0,50.0,50.0,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,9.0,9.0,9.0,active-round timestamp+argmax worker,19,0,,1.0,1.0,1.0,inc_aware,,,,,,straggler
,,,,68.0,68.0,68.0,10,True,,,,,,,1.0,1.0,1.0,,25600,1,50,20,16,50.0,50.0,50.0,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,9.0,9.0,9.0,active-round timestamp+argmax worker,19,0,,1.0,1.0,1.0,inc_aware,,,,,,straggler
,,,,68.0,68.0,68.0,100,True,,,,,,,1.0,1.0,1.0,,25600,1,50,20,16,50.0,50.0,50.0,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,9.0,9.0,9.0,active-round timestamp+argmax worker,19,0,,1.0,1.0,1.0,inc_aware,,,,,,straggler
,,,,69.0,69.0,69.0,1,True,,,,,,,1.0,1.0,1.0,,25600,1,50,20,32,50.0,50.0,50.0,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,9.0,9.0,9.0,active-round timestamp+argmax worker,19,0,,1.0,1.0,1.0,inc_aware,,,,,,straggler
,,,,69.0,69.0,69.0,10,True,,,,,,,1.0,1.0,1.0,,25600,1,50,20,32,50.0,50.0,50.0,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,9.0,9.0,9.0,active-round timestamp+argmax worker,19,0,,1.0,1.0,1.0,inc_aware,,,,,,straggler
,,,,69.0,69.0,69.0,100,True,,,,,,,1.0,1.0,1.0,,25600,1,50,20,32,50.0,50.0,50.0,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,9.0,9.0,9.0,active-round timestamp+argmax worker,19,0,,1.0,1.0,1.0,inc_aware,,,,,,straggler
,,,,3350.0,3350.0,3350.0,1,True,,,,,,,50.0,50.0,50.0,,25600,1,50,20,8,50.0,50.0,50.0,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,419.0,419.0,419.0,rounds with timestamp+argmax worker,19,0,,50.0,50.0,50.0,sonata,,,,,,straggler
,,,,3350.0,3350.0,3350.0,10,True,,,,,,,50.0,50.0,50.0,,25600,1,50,20,8,50.0,50.0,50.0,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,419.0,419.0,419.0,rounds with timestamp+argmax worker,19,0,,50.0,50.0,50.0,sonata,,,,,,straggler
,,,,3350.0,3350.0,3350.0,100,True,,,,,,,50.0,50.0,50.0,,25600,1,50,20,8,50.0,50.0,50.0,10240000.0,10240000.0,10240000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,419.0,419.0,419.0,rounds with timestamp+argmax worker,19,0,,50.0,50.0,50.0,sonata,,,,,,straggler
,,,,3400.0,3400.0,3400.0,1,True,,,,,,,50.0,50.0,50.0,,25600,1,50,20,16,50.0,50.0,50.0,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,425.0,425.0,425.0,rounds with timestamp+argmax worker,19,0,,50.0,50.0,50.0,sonata,,,,,,straggler
,,,,3400.0,3400.0,3400.0,10,True,,,,,,,50.0,50.0,50.0,,25600,1,50,20,16,50.0,50.0,50.0,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,425.0,425.0,425.0,rounds with timestamp+argmax worker,19,0,,50.0,50.0,50.0,sonata,,,,,,straggler
,,,,3400.0,3400.0,3400.0,100,True,,,,,,,50.0,50.0,50.0,,25600,1,50,20,16,50.0,50.0,50.0,20480000.0,20480000.0,20480000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,425.0,425.0,425.0,rounds with timestamp+argmax worker,19,0,,50.0,50.0,50.0,sonata,,,,,,straggler
,,,,3450.0,3450.0,3450.0,1,True,,,,,,,50.0,50.0,50.0,,25600,1,50,20,32,50.0,50.0,50.0,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,432.0,432.0,432.0,rounds with timestamp+argmax worker,19,0,,50.0,50.0,50.0,sonata,,,,,,straggler
,,,,3450.0,3450.0,3450.0,10,True,,,,,,,50.0,50.0,50.0,,25600,1,50,20,32,50.0,50.0,50.0,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,432.0,432.0,432.0,rounds with timestamp+argmax worker,19,0,,50.0,50.0,50.0,sonata,,,,,,straggler
,,,,3450.0,3450.0,3450.0,100,True,,,,,,,50.0,50.0,50.0,,25600,1,50,20,32,50.0,50.0,50.0,40960000.0,40960000.0,40960000.0,2.0,2.0,2.0,1.0,1.0,1.0,Q3,1.0,1.0,1.0,432.0,432.0,432.0,rounds with timestamp+argmax worker,19,0,,50.0,50.0,50.0,sonata,,,,,,straggler
,,,,,,,1,False,,,,,,,,,,,25600,1,50,20,8,50.0,50.0,50.0,10240000.0,10240000.0,10240000.0,,,,,,,Q3,,,,,,,not expressible,19,0,,,,,univmon,,,,,,straggler
,,,,,,,10,False,,,,,,,,,,,25600,1,50,20,8,50.0,50.0,50.0,10240000.0,10240000.0,10240000.0,,,,,,,Q3,,,,,,,not expressible,19,0,,,,,univmon,,,,,,straggler
,,,,,,,100,False,,,,,,,,,,,25600,1,50,20,8,50.0,50.0,50.0,10240000.0,10240000.0,10240000.0,,,,,,,Q3,,,,,,,not expressible,19,0,,,,,univmon,,,,,,straggler
,,,,,,,1,False,,,,,,,,,,,25600,1,50,20,16,50.0,50.0,50.0,20480000.0,20480000.0,20480000.0,,,,,,,Q3,,,,,,,not expressible,19,0,,,,,univmon,,,,,,straggler
,,,,,,,10,False,,,,,,,,,,,25600,1,50,20,16,50.0,50.0,50.0,20480000.0,20480000.0,20480000.0,,,,,,,Q3,,,,,,,not expressible,19,0,,,,,univmon,,,,,,straggler
,,,,,,,100,False,,,,,,,,,,,25600,1,50,20,16,50.0,50.0,50.0,20480000.0,20480000.0,20480000.0,,,,,,,Q3,,,,,,,not expressible,19,0,,,,,univmon,,,,,,straggler
,,,,,,,1,False,,,,,,,,,,,25600,1,50,20,32,50.0,50.0,50.0,40960000.0,40960000.0,40960000.0,,,,,,,Q3,,,,,,,not expressible,19,0,,,,,univmon,,,,,,straggler
,,,,,,,10,False,,,,,,,,,,,25600,1,50,20,32,50.0,50.0,50.0,40960000.0,40960000.0,40960000.0,,,,,,,Q3,,,,,,,not expressible,19,0,,,,,univmon,,,,,,straggler
,,,,,,,100,False,,,,,,,,,,,25600,1,50,20,32,50.0,50.0,50.0,40960000.0,40960000.0,40960000.0,,,,,,,Q3,,,,,,,not expressible,19,0,,,,,univmon,,,,,,straggler
,,,,12800.0,12800.0,12800.0,,True,,,,,,,400.0,400.0,400.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,1.0,1.0,1.0,1.0,1.0,1.0,Q2,1.0,1.0,1.0,1600.0,1600.0,1600.0,rounds*workers,19,0,,400.0,400.0,400.0,sonata,,,,,,univmon_budget
,,,,25600.0,25600.0,25600.0,,True,,,,,,,800.0,800.0,800.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,1.0,1.0,1.0,1.0,1.0,1.0,Q2,1.0,1.0,1.0,3200.0,3200.0,3200.0,rounds*workers,19,0,,800.0,800.0,800.0,sonata,,,,,,univmon_budget
,,,,51200.0,51200.0,51200.0,,True,,,,,,,1600.0,1600.0,1600.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,1.0,1.0,1.0,1.0,1.0,1.0,Q2,1.0,1.0,1.0,6400.0,6400.0,6400.0,rounds*workers,19,0,,1600.0,1600.0,1600.0,sonata,,,,,,univmon_budget
,,,,5120.0,5120.0,5120.0,,True,,,,,,,400.0,400.0,400.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.211633,0.124367,0.168,640.0,640.0,640.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,32,160.0,160.0,160.0,univmon,,,,,,univmon_budget
,,,,20480.0,20480.0,20480.0,,True,,,,,,,400.0,400.0,400.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.229459,0.164541,0.197,2560.0,2560.0,2560.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,128,640.0,640.0,640.0,univmon,,,,,,univmon_budget
,,,,81920.0,81920.0,81920.0,,True,,,,,,,400.0,400.0,400.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.509976,0.464024,0.487,10240.0,10240.0,10240.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,512,2560.0,2560.0,2560.0,univmon,,,,,,univmon_budget
,,,,327680.0,327680.0,327680.0,,True,,,,,,,400.0,400.0,400.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.947016,0.934984,0.941,40960.0,40960.0,40960.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,2048,10240.0,10240.0,10240.0,univmon,,,,,,univmon_budget
,,,,1310720.0,1310720.0,1310720.0,,True,,,,,,,400.0,400.0,400.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,1.0,0.99704,0.999,163840.0,163840.0,163840.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,8192,40960.0,40960.0,40960.0,univmon,,,,,,univmon_budget
,,,,5242880.0,5242880.0,5242880.0,,True,,,,,,,400.0,400.0,400.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,1.0,1.0,1.0,655360.0,655360.0,655360.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,32768,163840.0,163840.0,163840.0,univmon,,,,,,univmon_budget
,,,,5120.0,5120.0,5120.0,,True,,,,,,,800.0,800.0,800.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,0.620285,0.179715,0.4,Q2,0.101997,0.010003,0.056,640.0,640.0,640.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,32,160.0,160.0,160.0,univmon,,,,,,univmon_budget
,,,,20480.0,20480.0,20480.0,,True,,,,,,,800.0,800.0,800.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.135418,0.066582,0.101,2560.0,2560.0,2560.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,128,640.0,640.0,640.0,univmon,,,,,,univmon_budget
,,,,81920.0,81920.0,81920.0,,True,,,,,,,800.0,800.0,800.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.153021,0.122979,0.138,10240.0,10240.0,10240.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,512,2560.0,2560.0,2560.0,univmon,,,,,,univmon_budget
,,,,327680.0,327680.0,327680.0,,True,,,,,,,800.0,800.0,800.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.712718,0.687282,0.7,40960.0,40960.0,40960.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,2048,10240.0,10240.0,10240.0,univmon,,,,,,univmon_budget
,,,,1310720.0,1310720.0,1310720.0,,True,,,,,,,800.0,800.0,800.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.982843,0.973157,0.978,163840.0,163840.0,163840.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,8192,40960.0,40960.0,40960.0,univmon,,,,,,univmon_budget
,,,,5242880.0,5242880.0,5242880.0,,True,,,,,,,800.0,800.0,800.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,1.0,1.0,1.0,655360.0,655360.0,655360.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,32768,163840.0,163840.0,163840.0,univmon,,,,,,univmon_budget
,,,,5120.0,5120.0,5120.0,,True,,,,,,,1600.0,1600.0,1600.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,0.379862,0.020138,0.2,Q2,0.052524,0.0,0.024,640.0,640.0,640.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,32,160.0,160.0,160.0,univmon,,,,,,univmon_budget
,,,,20480.0,20480.0,20480.0,,True,,,,,,,1600.0,1600.0,1600.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,0.444706,0.055294,0.25,Q2,0.078108,0.0,0.038,2560.0,2560.0,2560.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,128,640.0,640.0,640.0,univmon,,,,,,univmon_budget
,,,,81920.0,81920.0,81920.0,,True,,,,,,,1600.0,1600.0,1600.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,0.906058,0.493942,0.7,Q2,0.098754,0.031246,0.065,10240.0,10240.0,10240.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,512,2560.0,2560.0,2560.0,univmon,,,,,,univmon_budget
,,,,327680.0,327680.0,327680.0,,True,,,,,,,1600.0,1600.0,1600.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.099209,0.068791,0.084,40960.0,40960.0,40960.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,2048,10240.0,10240.0,10240.0,univmon,,,,,,univmon_budget
,,,,1310720.0,1310720.0,1310720.0,,True,,,,,,,1600.0,1600.0,1600.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.766359,0.753641,0.76,163840.0,163840.0,163840.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,8192,40960.0,40960.0,40960.0,univmon,,,,,,univmon_budget
,,,,5242880.0,5242880.0,5242880.0,,True,,,,,,,1600.0,1600.0,1600.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,0.98,0.98,0.98,655360.0,655360.0,655360.0,fixed sketch registers; logical keys jobs*rounds*workers,19,0,32768,163840.0,163840.0,163840.0,univmon,,,,,,univmon_budget
9.627154,8.472846,9.05,,81920.0,81920.0,81920.0,,True,,,,,,job_round_worker,400.0,400.0,400.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,0.698217,0.593583,0.6459,Q2,0.666769,0.523231,0.595,10240.0,10240.0,10240.0,jobs*rounds*workers,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
10.0,10.0,10.0,,81920.0,81920.0,81920.0,,True,,,,,,job_round_worker_chunk,10240000.0,10240000.0,10240000.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,1.0,1.0,1.0,10240.0,10240.0,10240.0,jobs*rounds*workers*chunks,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
50.0,50.0,50.0,,81920.0,81920.0,81920.0,,True,,,,,,job_worker,8.0,8.0,8.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,0.2,0.2,0.2,Q2,1.0,1.0,1.0,10240.0,10240.0,10240.0,jobs*workers,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
50.0,50.0,50.0,,81920.0,81920.0,81920.0,,True,,,,,,worker,8.0,8.0,8.0,0.01,25600,1,50,20,8,,,,10240000.0,10240000.0,10240000.0,5.0,5.0,5.0,0.2,0.2,0.2,Q2,1.0,1.0,1.0,10240.0,10240.0,10240.0,workers,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
3.607327,3.092673,3.35,,81920.0,81920.0,81920.0,,True,,,,,,job_round_worker,800.0,800.0,800.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,0.358038,0.148562,0.2533,Q2,0.127351,0.052649,0.09,10240.0,10240.0,10240.0,jobs*rounds*workers,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
10.0,10.0,10.0,,81920.0,81920.0,81920.0,,True,,,,,,job_round_worker_chunk,20480000.0,20480000.0,20480000.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,1.0,1.0,1.0,10240.0,10240.0,10240.0,jobs*rounds*workers*chunks,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
50.0,50.0,50.0,,81920.0,81920.0,81920.0,,True,,,,,,job_worker,16.0,16.0,16.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,0.2,0.2,0.2,Q2,1.0,1.0,1.0,10240.0,10240.0,10240.0,jobs*workers,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
50.0,50.0,50.0,,81920.0,81920.0,81920.0,,True,,,,,,worker,16.0,16.0,16.0,0.01,25600,1,50,20,16,,,,20480000.0,20480000.0,20480000.0,5.0,5.0,5.0,0.2,0.2,0.2,Q2,1.0,1.0,1.0,10240.0,10240.0,10240.0,workers,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
1.0,1.0,1.0,,81920.0,81920.0,81920.0,,True,,,,,,job_round_worker,1600.0,1600.0,1600.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,0.444706,0.055294,0.25,Q2,0.044471,0.005529,0.025,10240.0,10240.0,10240.0,jobs*rounds*workers,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
10.0,10.0,10.0,,81920.0,81920.0,81920.0,,True,,,,,,job_round_worker_chunk,40960000.0,40960000.0,40960000.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,1.0,1.0,1.0,Q2,1.0,1.0,1.0,10240.0,10240.0,10240.0,jobs*rounds*workers*chunks,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
50.0,50.0,50.0,,81920.0,81920.0,81920.0,,True,,,,,,job_worker,32.0,32.0,32.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,0.2,0.2,0.2,Q2,1.0,1.0,1.0,10240.0,10240.0,10240.0,jobs*workers,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
50.0,50.0,50.0,,81920.0,81920.0,81920.0,,True,,,,,,worker,32.0,32.0,32.0,0.01,25600,1,50,20,32,,,,40960000.0,40960000.0,40960000.0,5.0,5.0,5.0,0.2,0.2,0.2,Q2,1.0,1.0,1.0,10240.0,10240.0,10240.0,workers,19,0,,2560.0,2560.0,2560.0,univmon,,,,,,univmon_key_sensitivity
